age,workclass,education,marital-status,occupation,relationship,race,gender,income_>50K
46,Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,Black,0,0
45,Self-emp-not-inc,11th,Married-civ-spouse,Craft-repair,Husband,White,1,0
45,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,1,1
20,Private,HS-grad,Married-civ-spouse,Tech-support,Other-relative,White,1,0
52,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,0,0
45,Self-emp-not-inc,Some-college,Married-civ-spouse,Other-service,Husband,White,1,0
33,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,1
31,Private,10th,Married-civ-spouse,Farming-fishing,Husband,White,1,0
49,Local-gov,Some-college,Divorced,Exec-managerial,Unmarried,White,1,1
40,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,1,1
35,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,1
51,Private,Assoc-voc,Married-civ-spouse,Other-service,Husband,White,1,1
27,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,1,1
29,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,0,1
38,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,1,1
37,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,1,0
50,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,1,1
43,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,1,0
48,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,1,1
22,Private,10th,Divorced,Craft-repair,Own-child,White,1,0
18,Private,HS-grad,Never-married,Craft-repair,Own-child,White,1,0
42,Federal-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,1,1
56,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,1,1
41,Self-emp-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,1,1
46,Self-emp-not-inc,Masters,Divorced,Exec-managerial,Not-in-family,White,1,0
30,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,0,1
24,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,1,0
41,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Black,0,1
38,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,0,1
29,Self-emp-not-inc,Assoc-acdm,Widowed,Sales,Unmarried,White,0,1
32,Private,HS-grad,Married-civ-spouse,Farming-fishing,Wife,White,0,0
43,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
25,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,0,0
40,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,Black,1,1
43,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,0,1
30,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,1,0
33,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
37,Private,Some-college,Married-civ-spouse,Sales,Husband,White,1,1
31,Private,Assoc-acdm,Divorced,Craft-repair,Not-in-family,White,1,1
34,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
37,Private,Some-college,Divorced,Other-service,Unmarried,Black,0,0
19,Private,11th,Never-married,Handlers-cleaners,Own-child,White,1,0
42,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,Black,1,1
28,Private,HS-grad,Never-married,Other-service,Not-in-family,White,0,0
30,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,1,1
46,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,1,0
32,Private,Some-college,Married-civ-spouse,Sales,Husband,Black,1,0
46,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,1,1
27,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,1,0
46,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,1,0
45,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,1,1
42,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,0,1
49,Self-emp-inc,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,1,1
35,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
30,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,1,1
35,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,1,1
24,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,1,0
45,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,1,0
23,Private,Some-college,Never-married,Craft-repair,Own-child,White,1,0
44,Local-gov,Some-college,Widowed,Adm-clerical,Unmarried,White,0,0
41,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
47,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,0,1
59,Private,Masters,Never-married,Sales,Not-in-family,White,0,1
41,Private,Bachelors,Married-civ-spouse,Sales,Wife,White,0,1
46,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,1,1
28,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,1,1
46,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
56,Local-gov,Bachelors,Married-civ-spouse,Tech-support,Husband,White,1,1
53,Federal-gov,Some-college,Separated,Adm-clerical,Not-in-family,Black,0,0
38,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,1,1
46,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,1,1
44,Self-emp-inc,Assoc-voc,Married-civ-spouse,Sales,Husband,White,1,1
58,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,1,1
26,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,1,1
37,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,1,0
33,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,0,0
46,Private,Masters,Married-civ-spouse,Prof-specialty,Wife,White,0,1
36,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,1,1
47,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,0
42,Self-emp-inc,Masters,Married-civ-spouse,Farming-fishing,Husband,White,1,1
45,Private,11th,Widowed,Other-service,Unmarried,White,0,0
31,Local-gov,Assoc-voc,Divorced,Transport-moving,Not-in-family,White,1,0
42,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,Black,1,0
51,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,1,1
57,Private,HS-grad,Never-married,Sales,Unmarried,White,0,0
21,Private,Some-college,Never-married,Sales,Own-child,Other,0,0
41,Private,Masters,Married-civ-spouse,Prof-specialty,Wife,White,0,1
46,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,1,1
59,Self-emp-not-inc,HS-grad,Divorced,Other-service,Own-child,White,0,0
39,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
34,State-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,Black,0,1
17,Private,10th,Never-married,Sales,Own-child,Black,0,0
22,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,1,0
31,State-gov,Assoc-voc,Never-married,Craft-repair,Own-child,White,1,0
24,Private,HS-grad,Never-married,Other-service,Unmarried,White,1,0
27,Federal-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,1,0
36,Private,HS-grad,Married-civ-spouse,Sales,Wife,White,0,1
30,Private,10th,Never-married,Machine-op-inspct,Unmarried,Black,0,0
46,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
27,Local-gov,Some-college,Never-married,Transport-moving,Own-child,White,1,0
45,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
27,Private,Some-college,Never-married,Craft-repair,Unmarried,White,1,0
53,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
43,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,0,1
47,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
32,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,1,1
47,Federal-gov,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,1,1
19,Private,HS-grad,Never-married,Sales,Not-in-family,White,1,0
38,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,1
31,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,1,1
31,Self-emp-not-inc,Bachelors,Divorced,Craft-repair,Not-in-family,White,1,0
35,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,1,1
47,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,1
50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
20,Private,HS-grad,Never-married,Other-service,Own-child,White,1,0
52,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,1,1
35,Private,Assoc-acdm,Divorced,Handlers-cleaners,Unmarried,White,0,0
38,Private,HS-grad,Never-married,Prof-specialty,Not-in-family,White,1,1
49,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,1,1
51,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,1,0
28,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,1,0
37,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,1,1
34,Self-emp-inc,Bachelors,Never-married,Prof-specialty,Not-in-family,Other,1,0
37,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,0,0
42,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,1,1
34,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,1,0
50,Private,Some-college,Married-civ-spouse,Sales,Husband,White,1,1
25,Private,Bachelors,Never-married,Sales,Not-in-family,White,0,0
42,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,0,0
41,Self-emp-not-inc,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,1,1
27,Private,Assoc-voc,Never-married,Exec-managerial,Own-child,White,1,0
32,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,1,0
51,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,1,1
25,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,0,0
49,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,1,1
35,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
45,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,1,1
32,Private,Masters,Separated,Exec-managerial,Not-in-family,White,1,1
47,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,1,1
30,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,1,0
26,Private,HS-grad,Divorced,Sales,Unmarried,White,0,0
41,Private,Some-college,Married-civ-spouse,Sales,Husband,White,1,1
35,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,1,1
41,Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,1,1
25,Private,HS-grad,Never-married,Handlers-cleaners,Unmarried,White,1,0
48,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,0,1
37,Private,11th,Never-married,Machine-op-inspct,Not-in-family,White,1,0
41,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,1,1
54,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,1,1
27,Private,11th,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,0,0
35,Private,HS-grad,Divorced,Farming-fishing,Not-in-family,White,1,0
36,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,White,1,0
35,Private,Some-college,Separated,Transport-moving,Not-in-family,Black,0,1
40,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,1,0
49,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,0,1
60,Private,11th,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,0,0
47,State-gov,HS-grad,Divorced,Adm-clerical,Unmarried,White,1,0
43,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,1
39,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,1,1
51,Private,HS-grad,Separated,Handlers-cleaners,Not-in-family,Black,1,0
39,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,1,1
39,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,1,0
31,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,0
48,State-gov,HS-grad,Married-civ-spouse,Craft-repair,Wife,Black,0,1
47,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,1,1
44,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,1,1
23,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,Black,1,0
43,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
54,Private,11th,Divorced,Craft-repair,Own-child,White,0,1
43,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,1,1
54,Private,Masters,Married-civ-spouse,Sales,Husband,White,1,1
47,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,1,1
55,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,1,0
32,Self-emp-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,1,1
56,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,1,0
60,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,1,1
36,Private,HS-grad,Divorced,Prof-specialty,Unmarried,Black,0,0
47,Federal-gov,Assoc-voc,Married-civ-spouse,Adm-clerical,Wife,White,0,0
29,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,1,1
31,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Wife,White,0,1
47,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,1,1
51,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,1,1
58,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,1,1
20,Local-gov,Some-college,Never-married,Farming-fishing,Own-child,White,1,0
45,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,1,1
48,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,1,1
51,Private,Masters,Married-civ-spouse,Sales,Husband,White,1,0
50,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,1,1
31,Private,Bachelors,Never-married,Sales,Not-in-family,White,1,0
38,Private,Masters,Divorced,Exec-managerial,Not-in-family,White,1,1
35,Federal-gov,Masters,Never-married,Exec-managerial,Not-in-family,White,1,1
29,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0
42,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,1
44,Self-emp-not-inc,Bachelors,Divorced,Craft-repair,Not-in-family,White,1,0
53,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
47,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,1,1
60,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,1,1
52,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,0
46,Federal-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,1,1
32,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,1
39,Local-gov,HS-grad,Divorced,Adm-clerical,Unmarried,White,0,0
17,Private,11th,Never-married,Sales,Own-child,White,0,0
46,Private,11th,Divorced,Prof-specialty,Unmarried,Amer-Indian-Eskimo,1,1
39,Private,Assoc-voc,Widowed,Exec-managerial,Unmarried,White,0,1
27,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,1,0
37,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,1,1
59,Private,11th,Married-civ-spouse,Adm-clerical,Husband,White,1,1
39,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0
26,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,1,1
34,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,0,0
34,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,1,1
33,Private,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,0,1
34,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,1,1
31,Private,HS-grad,Separated,Tech-support,Not-in-family,White,0,0
28,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,0
58,Self-emp-not-inc,10th,Married-civ-spouse,Craft-repair,Husband,White,1,0
21,Private,Some-college,Never-married,Other-service,Not-in-family,White,1,0
55,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,0
41,Private,11th,Married-civ-spouse,Craft-repair,Husband,Black,1,0
31,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,0,1
37,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
41,Private,HS-grad,Never-married,Other-service,Unmarried,White,0,0
52,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,1,1
46,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,1,1
44,Private,HS-grad,Divorced,Sales,Not-in-family,White,1,1
21,Private,HS-grad,Never-married,Craft-repair,Own-child,White,1,0
18,Private,11th,Never-married,Handlers-cleaners,Own-child,White,1,0
39,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,1,1
51,Private,Masters,Divorced,Other-service,Not-in-family,Black,0,1
49,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,1,1
19,Private,HS-grad,Never-married,Sales,Own-child,White,1,0
49,Self-emp-inc,Some-college,Married-civ-spouse,Transport-moving,Husband,White,1,1
50,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,Black,1,0
35,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Wife,White,0,0
38,Private,11th,Married-civ-spouse,Adm-clerical,Wife,White,0,0
50,State-gov,Masters,Divorced,Prof-specialty,Unmarried,White,0,0
24,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,0
35,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,1,1
38,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,1,0
44,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,0,1
22,Private,HS-grad,Never-married,Sales,Not-in-family,Black,0,0
21,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,1,0
26,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,1,1
40,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,1,0
31,Private,Masters,Married-civ-spouse,Prof-specialty,Wife,White,0,1
49,Private,Assoc-acdm,Separated,Adm-clerical,Not-in-family,White,0,0
27,Private,Assoc-voc,Never-married,Craft-repair,Unmarried,White,1,1
40,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0
32,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,1,1
32,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,1,0
29,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,1,1
41,Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,1,1
51,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,1,1
25,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,1,0
31,Federal-gov,Assoc-acdm,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,1,0
22,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,0,1
53,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
39,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,1,1
47,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,1,1
59,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,0,0
28,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,1,0
26,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,0,0
54,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,1,1
32,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,1
42,Private,Some-college,Divorced,Adm-clerical,Not-in-family,Black,0,0
54,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,1,1
34,Private,Masters,Divorced,Exec-managerial,Not-in-family,White,1,1
23,State-gov,HS-grad,Never-married,Tech-support,Not-in-family,White,1,0
37,Self-emp-inc,Assoc-acdm,Separated,Exec-managerial,Unmarried,White,1,0
59,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,1,1
31,Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,0,0
30,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,0,0
33,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,1,1
41,Private,Some-college,Separated,Craft-repair,Not-in-family,Black,1,0
35,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,1,0
21,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0
45,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,1,1
31,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,1,1
35,State-gov,HS-grad,Married-civ-spouse,Other-service,Wife,White,0,0
25,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,1,1
38,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Black,1,1
36,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,0,0
50,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,1,1
24,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,0,0
23,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,1,0
46,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,0,1
59,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,1,1
29,Federal-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,1,1
41,Private,Some-college,Married-civ-spouse,Sales,Husband,White,1,1
39,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
37,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
38,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,1
39,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,0,1
23,Private,Some-college,Never-married,Other-service,Own-child,White,1,0
36,Self-emp-not-inc,Some-college,Married-civ-spouse,Other-service,Wife,White,0,0
27,Private,Some-college,Divorced,Adm-clerical,Unmarried,Black,0,0
48,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
39,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,1,0
55,Federal-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,1,0
34,Private,HS-grad,Separated,Adm-clerical,Own-child,White,0,0
32,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,1
48,Self-emp-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,1,1
44,Self-emp-not-inc,Masters,Married-civ-spouse,Farming-fishing,Husband,White,1,1
36,Private,Bachelors,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0
38,Self-emp-not-inc,Bachelors,Married-civ-spouse,Tech-support,Husband,White,1,1
50,Private,Masters,Divorced,Exec-managerial,Not-in-family,White,1,1
27,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,0,0
40,Private,HS-grad,Divorced,Adm-clerical,Unmarried,Black,0,0
24,Local-gov,11th,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,1,0
33,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,1,1
20,Private,Some-college,Never-married,Other-service,Own-child,White,1,0
53,Private,HS-grad,Married-civ-spouse,Sales,Wife,White,0,0
38,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,1,1
40,Private,Masters,Married-civ-spouse,Prof-specialty,Wife,White,0,1
42,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
34,Private,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,0,1
38,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,1,0
32,Private,Some-college,Married-civ-spouse,Tech-support,Wife,White,0,1
58,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,1,1
50,Self-emp-inc,HS-grad,Divorced,Exec-managerial,Unmarried,White,0,0
36,Self-emp-not-inc,Some-college,Divorced,Sales,Unmarried,White,0,0
36,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0
23,Private,Some-college,Never-married,Other-service,Own-child,White,1,0
51,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,0,0
39,Private,Bachelors,Divorced,Transport-moving,Not-in-family,White,1,0
35,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,1,1
33,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,1,0
33,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,1,0
41,Private,HS-grad,Married-civ-spouse,Sales,Wife,White,0,1
55,Private,HS-grad,Divorced,Other-service,Other-relative,White,0,0
31,Private,Assoc-voc,Never-married,Tech-support,Not-in-family,White,1,0
39,Local-gov,HS-grad,Married-civ-spouse,Other-service,Wife,White,0,0
31,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,0,0
37,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,0,1
23,Private,HS-grad,Divorced,Sales,Not-in-family,White,0,0
20,Private,HS-grad,Never-married,Sales,Not-in-family,White,1,0
53,Private,Assoc-voc,Never-married,Adm-clerical,Other-relative,Black,0,0
56,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,0
41,Private,HS-grad,Separated,Other-service,Unmarried,White,0,0
20,Private,Some-college,Never-married,Prof-specialty,Own-child,White,0,0
48,Private,Masters,Never-married,Machine-op-inspct,Not-in-family,White,1,0
58,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Black,1,1
53,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,1
45,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Wife,White,0,1
47,Private,Bachelors,Never-married,Exec-managerial,Unmarried,Black,0,0
33,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,0,0
42,Private,Assoc-voc,Divorced,Exec-managerial,Own-child,Amer-Indian-Eskimo,0,0
57,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,1,0
38,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,1,1
41,Private,Some-college,Divorced,Sales,Not-in-family,Asian-Pac-Islander,0,0
28,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
42,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,1
58,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,1,1
26,Private,Bachelors,Never-married,Prof-specialty,Unmarried,Black,0,0
35,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,1,1
28,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,0,0
28,Private,Some-college,Married-civ-spouse,Exec-managerial,Own-child,White,1,1
24,State-gov,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,0,0
53,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
40,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,1,1
30,Private,11th,Divorced,Handlers-cleaners,Own-child,White,1,0
